ID;Sex;Age;State;Account length;Phone number;Plans;Number vmail messages;Total day minutes;Total day calls;Total day charge;Total eve minutes;Total eve calls;Total eve charge;Total night minutes;Total night calls;Total night charge;Total intl minutes;Total intl calls;Total intl charge;Total charge;Customer service calls;Churn
74837;Male;24.0;CT;103;510 371 34 98;None;0;16o.2;104.0;27.23;138.9;70.0;11.81;312.5;97.0;14.06;9.7;2.0;2.62;55.72;0;0
74889;Female;;WI;142;408 913 49 14;Voice mail;24;239.8;103.0;40.77;285.9;65.0;24.3;256.7;106.0;11.55;9,5;4.0;2.57;79.19;0;0
75042;Female;39.0;MT;49;408 106 96 53;;0;236.6;91.0;40.22;220.9;146.0;18.78;146.8;114.0;6.61;8.9;2.0;2.4;68.01;1;0
75043;Female;;MI;148;415 219 77 41;International;0;233.5;81.0;39.7;187.7;71.0;15.95;122.3;97.0;5.5;9.6;2.0;2.59;63.74;0;1
75052;Female;;GA;90;415 230 82 24;None;0;113.2;108.0;19.24;189.3;63.0;16.09;271.8;124.0;12.23;14.1;4.0;3.81;51.37;3;0
75067;Male;39.0;NC;122;415 476 23 64;None;0;215.6;86.0;36.65;167.8;59.0;14.26;207.0;67.0;9.32;6.4;8.0;1.73;61.96;3;0
75120;Male;;NM;178;415 247 29 23;Voice mail;35;175.4;88.0;29.82;190.0;65.0;16.15;138.7;94.0;6.24;10.5;3.0;2.84;55.05;2;0
75182;Female;35.0;AL;72;415 371 50 31;None;0;166.5;102.0;28.31;261.0;103.0;22.19;262.7;85.0;11.82;13.3;5.0;3.59;65.91;0;0
75230;Female;39.0;SD;93;510 145 96 38;None;0;492.15;159.0;83.67;227.55;133.5;19.34;455.25;171.0;20.49;13.05;4.5;3.53;1.2703 hundred;1;1
75264;Female;35.0;ID;82;510 594 55 46;Voice mail;34;232.6;121.0;39.54;153.2;115.0;13.02;286.7;77.0;12.9;4.7;3.0;1.27;66.73;3;0
75265;Male;28.0;WI;143;510 752 74 64;None;0;194.3;99.0;33.03;123.6;133.0;10.51;229.5;99.0;10.33;10.2;2.0;2.75;56.62;2;0
75306;Male;;DC;217;415 306 75 38;None;0;123.7;138.0;21.03;248.5;105.0;21.12;269.6;78.0;12.13;13.3;4.0;3.59;57.87;0;0
75448;Male;35.0;VT;117;408 458 62 49;International;0;167.1;86.0;28.41;177.5;87.0;15.09;249.4;132.0;11.22;14.1;7.0;3.81;58.53;2;1
75515;Female;;NY;40;408 807 96 81;None;0;242.5;82.0;41.23;232.9;97.0;19.8;154.0;86.0;6.93;9.6;7.0;2.59;70.55;0;0
75532;Female;34.0;IN;154;510 460 76 52;Voice mail;32;192.3;82.0;32.69;165.3;134.0;14.05;205.0;74.0;9.23;9.0;1.0;2.43;58.4;2;0
75552;Male;33.0;AL;73;415 802 44 31;None;0;192.2;86.0;32.67;168.6;116.0;14.33;139.8;87.0;6.29;9.4;6.0;2.54;55.83;1;0
75619;Female;33.0;SC;209;510 420 62 95;None;0;255.1;124.0;43.37;230.6;110.0;19.6;218.0;69.0;9.81;8.5;5.0;2.3;75.08;3;1
75627;Male;;ND;56;415 672 38 90;None;0;222.7;133.0;37.86;277.0;89.0;23.55;101.8;94.0;4.58;13.6;4.0;3.67;69.66;4;0
75646;Female;34.0;MO;66;415 741 80 85;Voice mail;36;106.7;76.0;18.14;209.8;77.0;17.83;190.4;117.0;8.57;12.1;2.0;3.27;47.81;1;0
75660;Female;44.0;UT;93;415 789 74 89;None;0;164.9;68.0;28.03;210.4;86.0;17.88;229.4;104.0;10.32;7.8;4.0;2.11;58.34;2;0
75671;Female;45.0;AZ;12;408 845 71 10;None;0;249.6;118.0;42.43;252.4;119.0;21.45;280.2;90.0;12.61;11.8;3.0;3.19;79.68;1;1
75693;Male;38.0;OH;127;408 627 36 13;None;0;139.6;94.0;23.73;240.9;112.0;20.48;127.1;88.0;5.72;8.8;4.0;2.38;52.31;2;0
75801;Female;;FL;143;415 808 17 95;None;0;119.1;117.0;20.25;287.7;136.0;24.45;223.0;100.0;10.04;12.2;4.0;3.29;58.03;0;0
75838;Male;;IA;86;408 779 83 52;None;0;126.3;115.0;21.47;168.8;112.0;14.35;154.6;95.0;6.96;9.8;7.0;2.65;45.43;2;0
75850;Male;38.0;TN;80;415 730 44 40;International;0;276.5;122.0;47.01;195.6;79.0;16.63;210.3;78.0;9.46;7.2;3.0;1.94;75.04;1;1
75891;Female;29.0;WA;167;415 530 39 98;None;0;169.2;124.0;28.76;173.3;108.0;14.73;216.5;64.0;9.74;12.4;4.0;3.35;56.58;4;1
75927;Male;31.0;FL;102;408 111 37 25;Voice mail;29;214.7;86.0;36.5;314.3;109.0;26.72;280.2;110.0;12.61;14.3;2.0;3.86;79.69;0;0
75939;Female;39.0;OR;112;510 337 86 49;None;0;206.2;122.0;35.05;164.5;94.0;13.98;140.3;101.0;6.31;12.6;7.0;3.4;58.74;3;0
75975;Female;;WA;71;408 838 39 47;None;0;141.2;132.0;24.0;149.1;90.0;12.67;171.4;72.0;7.71;7.0;2.0;1.89;46.27;2;0
76015;Female;35.0;OR;95;415 253 81 22;None;0;167.6;96.0;28.49;176.0;89.0;14.96;250.9;113.0;11.29;13.4;6.0;3.62;58.36;2;0
76044;Female;30.0;WY;131;510 924 58 21;None;0;110.9;74.0;18.85;115.6;90.0;9.83;190.5;114.0;8.57;15.8;9.0;4.27;41.52;1;0
76105;Male;24.0;AL;88;415 416 75 23;None;0;181.9;90.0;30.92;151.5;87.0;12.88;143.0;100.0;6.44;7.5;3.0;2.03;52.27;1;0
76127;Female;32.0;UT;48;510 470 30 69;Voice mail;43;172.0;111.0;29.24;200.2;64.0;17.02;233.1;96.0;10.49;8.0;5.0;2.16;58.91;1;0
76146;Male;;WY;70;415 154 69 47;None;0;175.4;130.0;29.82;159.5;130.0;13.56;260.6;96.0;11.73;11.6;4.0;3.13;58.24;0;0
76245;Male;;WA;55;415 905 20 39;None;0;194.1;121.0;33.0;176.6;110.0;15.01;302.8;136.0;13.63;7.0;7.0;1.89;63.53;2;0
76251;Male;;OR;12;415 837 12 32;None;0;204.6;98.0;34.78;212.5;90.0;18.06;182.1;95.0;8.19;9.8;7.0;2.65;63.68;2;0
76294;Male;32.0;NC;73;415 266 97 86;Voice mail;31;194.4;104.0;33.05;176.0;84.0;14.96;230.1;110.0;10.35;11.5;3.0;3.11;61.47;0;0
76317;Male;;HI;105;415 297 37 83;None;0;211.1;99.0;35.89;176.7;66.0;15.02;221.5;96.0;9.97;14.7;7.0;3.97;64.85;4;0
76321;Female;;AL;8;415 646 12 38;Voice mail;36;242.9;67.0;41.29;170.9;59.0;14.53;177.3;130.0;7.98;4.8;12.0;1.3;65.1;1;0
76325;Female;36.0;IA;168;408 297 98 81;None;0;128.8;96.0;21.9;104.9;71.0;8.92;141.1;128.0;6.35;11.2;2.0;3.02;40.19;1;0
76348;Male;31.0;AR;109;510 811 10 86;None;0;153.1;102.0;26.03;234.1;77.0;19.9;329.2;74.0;14.81;9.9;9.0;2.67;63.41;3;0
76363;Female;36.0;MI;36;510 450 42 33;Voice mail;29;281.4;102.0;47.84;202.2;76.0;17.19;187.2;113.0;8.42;9.0;6.0;2.43;75.88;2;0
76368;Female;28.0;SD;128;415 611 50 35;None;0;247.3;91.0;42.04;182.7;60.0;15.53;143.2;112.0;6.44;14.7;2.0;3.97;67.98;3;0
76402;Male;;UT;47;408 620 99 40;Voice mail;37;112.8;150.0;19.18;243.9;97.0;20.73;178.7;112.0;8.04;13.2;6.0;3.56;51.51;2;0
76416;Male;42.0;CT;23;510 740 47 24;None;0;321.6;107.0;54.67;251.6;115.0;21.39;141.1;158.0;6.35;11.3;3.0;3.05;85.46;2;1
76426;Female;27.0;OK;121;408 618 30 37;Voice mail;31;237.1;63.0;40.31;205.6;117.0;17.48;196.7;85.0;8.85;10.1;5.0;2.73;69.37;4;0
76444;Male;;MI;142;415 490 77 90;International;0;140.8;140.0;23.94;228.6;119.0;19.43;152.9;88.0;6.88;10.9;7.0;2.94;53.19;1;0
76460;Male;27.0;SC;121;415 424 61 45;None;0;144.8;126.0;24.62;200.6;82.0;17.05;208.8;81.0;9.4;13.3;9.0;3.59;54.66;0;1
76467;Male;;TX;217;408 429 83 63;None;0;176.4;115.0;29.99;158.8;128.0;13.5;306.6;107.0;13.8;9.3;3.0;2.51;59.8;4;0
76522;Female;29.0;MN;162;510 581 89 34;Voice mail;46;224.9;97.0;38.23;188.2;84.0;16.0;254.6;61.0;11.46;12.1;2.0;3.27;68.96;0;0
76535;Female;32.0;MD;125;408 910 71 94;None;0;137.1;94.0;23.31;209.8;83.0;17.83;238.4;114.0;10.73;8.6;4.0;2.32;54.19;1;0
76578;Male;;AR;34;510 511 12 68;None;0;124.8;82.0;21.22;282.2;98.0;23.99;311.5;78.0;14.02;10.0;4.0;2.7;61.93;2;0
76603;Male;50.0;FL;153;415 626 40 34;None;0;228.9;102.0;38.91;160.7;136.0;13.66;203.1;109.0;9.14;12.5;2.0;3.38;65.09;0;0
76608;Female;32.0;WI;105;408 662 12 86;None;0;147.7;103.0;25.11;222.7;78.0;18.93;163.5;102.0;7.36;12.8;3.0;3.46;54.86;2;0
76643;Male;;OK;138;510 855 20 86;Voice mail;33;155.2;139.0;26.38;268.3;79.0;22.81;186.4;71.0;8.39;9.7;4.0;2.62;60.2;3;0
76721;Female;26.0;KS;103;408 270 65 95;International;0;62.8;124.0;10.68;170.4;66.0;14.48;280.2;78.0;12.61;9,4;4.0;2.54;40.31;3;0
76735;Female;48.0;WV;86;415 426 15 58;None;0;136.4;104.0;23.19;202.5;110.0;17.21;230.7;86.0;10.38;11.5;1.0;3.11;53.89;3;0
76822;Female;;MS;1;415 272 91 20;None;0;144.8;107.0;24.62;112.5;66.0;9.56;218.7;79.0;9.84;13.8;3.0;3.73;47.75;1;0
76845;Male;40.0;AK;52;408 763 85 55;None;0;217.0;104.0;36.89;152.3;83.0;12.95;134.3;109.0;6.04;11.8;4.0;3.19;59.07;2;0
76847;Female;;WV;111;510 671 29 11;None;0;214.3;118.0;36.43;208.5;76.0;17.72;182.4;98.0;8.21;12.0;2.0;3.24;65.6;1;0
76857;Male;40.0;WY;127;415 894 82 66;International, Voice mail;28;95.9;117.0;16.3;159.5;131.0;13.56;l52.8;132.0;6.88;10.4;3.0;2.81;39.55;1;0
76866;Male;;RI;114;510 878 75 58;Voice mail;28;225.8;94.0;38.39;193.0;117.0;16.41;232.4;100.0;10.46;8.4;9.0;2.27;67.53;4;0
76934;Male;;MS;70;408 554 81 40;None;0;148.4;110.0;25.23;267.1;90.0;22.7;151.5;101.0;6.82;8.9;4.0;2.4;57.15;0;0
76982;Male;;NY;126;415 117 82 72;International;0;239.7;87.0;40.75;281.7;92.0;23.94;183.5;113.0;8.26;11.4;1.0;3.08;76.03;1;1
77013;Male;38.0;LA;123;510 707 91 29;Voice mail;32;212.3;77.0;36.09;251.5;78.0;21.38;208.7;85.0;9.39;6.6;2.0;1.78;68.64;3;0
77017;Male;41.0;NE;112;415 612 67 36;International, Voice mail;16;200.3;72.0;34.05;197.8;91.0;16.81;151.1;92.0;6.8;10.4;3.0;2.81;60.47;1;0
77069;Male;36.0;MN;98;415 107 46 37;None;0;72.8;107.0;12.38;186.4;103.0;15.84;175.3;110.0;7.89;10.5;4.0;2.84;38.95;3;0
77093;Male;;NY;144;408 516 52 83;None;0;61.6;117.0;10.47;77.1;85.0;6.55;173.0;99.0;7.79;8.2;7.0;2.21;27.02;4;1
77193;Male;;ME;120;510 763 92 33;None;0;198.8;56.0;33.8;230.1;73.0;19.56;119.8;81.0;5.39;9.9;3.0;2.67;61.42;2;0
77295;Female;;IA;76;510 846 44 50;None;0;198.3;130.0;33.71;217.1;86.0;18.45;188.4;96.0;8.48;12,5;3.0;3.38;64.02;0;0
77311;Female;43.0;TN;47;415 561 12 64;Voice mail;30;196.6;93.0;33.42;241.4;140.0;20.52;226.0;118.0;10.17;12.9;4.0;3.48;67.59;2;0
77326;Female;;AL;125;408 781 99 42;None;0;169.3;90.0;28.78;156.0;138.0;13.26;210.8;106.0;9.49;11.6;6.0;3.13;54.66;2;0
77444;Female;25.0;NY;156;408 293 91 12;None;0;174.3;95.0;29.63;186.6;128.0;15.86;258.2;105.0;11.62;12.9;5.0;3.48;60.59;3;0
77463;Female;44.0;AR;135;510 587 62 36;Voice mail;27;273.4;141.0;46.48;154.0;99.0;13.09;245.8;112.0;11.06;12.3;6.0;3.32;73.95;1;0
77521;Male;22.0;OR;25;408 504 83 86;None;0;178.8;90.0;30.4;141.2;72.0;12.0;203.0;99.0;9.14;8.4;5.0;2.27;53.81;2;0
77553;Female;35.0;RI;95;408 840 33 53;None;0;160.0;133.0;27.2;215.3;98.0;18.3;188.9;87.0;8.5;9.1;4.0;2.46;56.46;0;0
77598;Male;25.0;VA;118;408 854 65 36;;0;189.3;119.0;32.18;233.5;112.0;19.85;270.9;104.0;12.19;10.0;1.0;2.7;66.92;2;0
77654;Male;28.0;OH;165;510 361 45 28;None;0;209.4;67.0;35.6;273.8;89.0;23.27;150.2;88.0;6.76;12.8;1.0;3.46;69.09;0;0
77677;Male;50.0;ID;83;415 778 92 81;International, Voice mail;32;94.7;111.0;16.1;154.4;98.0;13.12;200.4;109.0;9.02;10.6;6.0;2.86;41.1;2;0
77780;Male;34.0;OH;114;415 192 69 29;None;0;187.8;109.0;31.93;154.6;97.0;13.14;213.9;102.0;9.63;10.1;3.0;2.73;57.43;2;0
77797;Female;39.0;NV;105;415 849 87 56;International, Voice mail;29;220.7;82.0;37.52;217.7;110.0;18.5;190.5;100.0;8.57;13.2;6.0;3.56;68.15;1;1
77798;Female;;OR;97;415 980 21 44;None;0;146.0;121.0;24.82;203.0;141.0;17.26;151.8;120.0;6.83;13.3;2.0;3.59;52.5;1;0
77802;Male;32.0;IA;63;510 756 63 63;None;0;153.5;81.0;26.1;287.3;115.0;24.42;230.2;85.0;10.36;6.5;5.0;1.76;62.64;2;0
77840;Female;37.0;NJ;42;415 102 87 14;Voice mail;32;163.8;80.0;27.85;177.8;123.0;15.11;190.4;106.0;8.57;8.1;5.0;2.19;53.72;0;0
77915;Male;;VA;136;408 184 11 25;None;0;142.3;79.0;24.19;158.0;113.0;13.43;177.5;75.0;7.99;6.0;11.0;1.62;47.23;2;0
77956;Female;26.0;IN;86;415 710 79 60;None;0;166.2;112.0;28.25;255.3;81.0;21.7;228.1;97.0;10.26;5.4;7.0;1.46;61.67;1;0
77980;Female;30.0;VT;99;408 362 98 73;Voice mail;19;87.7;103.0;14.91;223.0;86.0;18.96;182.3;112.0;8.2;7.3;4.0;1.97;44.04;2;0
78018;Female;36.0;OR;163;408 538 61 97;Voice mail;25;219.6;99.0;37.33;210.4;99.0;17.88;242.7;88.0;10.92;13.8;8.0;3.73;69.86;2;0
78043;Female;35.0;CT;37;408 991 41 78;None;0;134.9;98.0;22.93;248.4;130.0;21.11;236.2;113.0;10.63;14.7;2.0;3.97;58.64;3;0
78054;Female;36.0;MN;115;415 508 72 35;None;0;200.2;92.0;34.03;244.9;107.0;20.82;190.9;96.0;8.59;8.8;3.0;2.38;65.82;1;0
78058;Female;32.0;UT;201;510 813 43 72;None;0;212.7;72.0;36.16;225.2;90.0;19.14;195.1;99.0;8.78;7.0;6.0;1.89;65.97;1;0
78067;Female;28.0;SC;109;415 469 87 70;None;0;222.5;74.0;37.83;169.7;75.0;14.42;264.3;94.0;11.89;9.0;3.0;2.43;66.57;2;0
78068;Male;29.0;KS;123;415 563 61 59;None;0;140.0;106.0;23.8;153.7;101.0;13.06;50.1;87.0;2.25;12.5;1.0;3.38;42.49;2;0
78087;Male;33.0;MN;24;510 713 94 86;Voice mail;25;164.9;110.0;28.03;209.3;105.0;17.79;231.2;55.0;10.4;6.7;9.0;1.81;58.03;1;0
78095;Male;;UT;121;415 388 49 76;Voice mail;41;215.5;95.0;36.64;241.8;92.0;20.55;147.0;108.0;6.61;9.6;3.0;2.59;66.39;1;0
78119;Female;41.0;DC;24;408 131 54 39;None;0;149.0;73.0;25.33;131.0;81.0;11.14;238.6;69.0;10.74;8.6;3.0;2.32;49.53;2;1
78133;Male;33.0;MN;99;408 626 68 34;None;0;128.8;86.0;21.9;203.9;105.0;17.33;282.6;131.0;12.72;14.1;4.0;3.81;55.76;2;0
78217;Female;36.0;VA;10;415 473 48 22;None;0;222.2;127.0;37.77;153.1;125.0;13.01;227.4;80.0;10.23;12.9;4.0;3.48;64.49;1;0
78274;Female;35.0;WA;117;408 429 97 23;None;0;191.1;93.0;32.49;282.8;56.0;24.04;84.8;118.0;3.82;12.0;4.0;3.24;63.59;2;0
78392;Male;35.0;MN;122;415 279 96 10;None;0;140.1;120.0;23.82;231.4;128.0;19.67;188.1;127.0;8.46;11.2;5.0;3.02;54.97;2;0
78393;Female;35.0;ME;88;415 812 57 70;None;0;192.0;91.0;32.64;127.6;127.0;10.85;155.6;125.0;7.0;7.5;5.0;2.03;52.52;1;0
78396;Male;;OK;123;415 684 85 86;Voice mail;27;198.7;127.0;33.78;249.0;105.0;21.17;173.2;124.0;7.79;12.5;5.0;3.38;66.12;1;0
78452;Male;39.0;MD;85;510 674 78 91;International;0;216.0;73.0;36.72;188.2;117.0;16.0;147.1;98.0;6.62;3.6;7.0;0.97;60.31;2;0
78468;Female;36.0;DC;148;415 276 14 43;Voice mail;11;252.9;129.0;42.99;284.3;88.0;24.17;262.8;99.0;11.83;12.3;1.0;3.32;82.31;1;0
78470;Female;;WI;70;415 237 85 76;None;0;156.4;108.0;26.59;171.0;116.0;14.54;196.1;96.0;8.82;8.6;4.0;2.32;52.27;2;0
78534;Female;28.0;WY;53;415 479 83 43;Voice mail;27;25.9;119.0;4.4;206.5;96.0;17.55;228.1;64.0;10.26;6.5;7.0;1.76;33.97;1;0
78564;Male;;HI;35;415 188 62 35;None;0;124.2;102.0;21.11;123.9;115.0;10.53;135.7;100.0;6.11;13.1;8.0;3.54;41.29;2;0
78667;Female;44.0;CT;94;415 160 62 57;None;0;206.1;49.0;35.04;224.6;115.0;19.09;256.7;74.0;11.55;13.0;1.0;3.51;69.19;1;0
78741;Female;27.0;NV;27;510 880 69 69;None;0;177.6;121.0;30.19;296.8;92.0;25.23;192.9;106.0;8.68;7.6;3.0;2.05;66.15;3;0
78817;Male;25.0;NJ;108;415 501 17 14;Voice mail;41;171.6;110.0;29.17;136.1;78.0;11.57;183.4;103.0;8.25;10.8;7.0;2.92;51.91;0;0
78844;Female;43.0;NV;116;408 867 71 93;None;0;110.9;54.0;18.85;213.4;82.0;18.14;186.2;116.0;8.38;7.9;2.0;2.13;47.5;2;0
78988;Female;;WV;131;415 654 51 65;None;0;196.1;89.0;33.34;185.5;87.0;15.77;250.0;132.0;11.25;5.2;6.0;1.4;61.76;2;0
79030;Male;;ID;170;510 999 71 72;Voice mail;37;178.1;130.0;30.28;242.8;103.0;20.64;243.0;93.0;10.93;13.0;4.0;3.51;65.36;0;0
79035;Male;;NJ;45;510 161 70 78;None;0;155.7;110.0;26.47;260.3;103.0;22.13;192.2;98.0;8.65;11.0;1.0;2.97;60.22;1;0
79050;Male;34.0;IA;129;415 694 59 41;None;0;216.0;85.0;36.72;186.9;114.0;15.89;210.7;109.0;9.48;4.9;10.0;1.32;63.41;2;0
79185;Male;28.0;DE;113;415 988 29 23;;0;239.7;47.0;40.75;282.9;110.0;24.05;238.4;88.0;10.73;8.7;3.0;2.35;77.88;2;1
79246;Male;;FL;148;510 659 17 92;International;0;148.2;138.0;25.19;159.6;123.0;13.57;197.4;62.0;8.88;8.6;3.0;2.32;49.96;2;0
79311;Female;;SD;148;408 414 48 60;None;0;185.2;87.0;31.48;170.4;96.0;14.48;165.1;104.0;7.43;9.5;13.0;2.57;55.96;1;0
79319;Male;;HI;70;415 519 12 84;None;0;197.3;91.0;33.54;305.8;81.0;25.99;171.0;105.0;7.69;6.7;6.0;1.81;69.03;1;0
79374;Female;;KS;137;408 769 38 93;None;0;205.9;88.0;35.0;209.3;86.0;17.79;289.9;84.0;13.05;14.5;4.0;3.92;69.76;2;0
79391;Female;;MO;107;415 312 63 45;Voice mail;22;281.1;83.0;47.79;143.7;130.0;12.21;239.4;128.0;10.77;11.2;9.0;3.02;73.79;1;0
79411;Female;;MD;71;415 749 19 40;Voice mail;31;115.4;90.0;19.62;217.4;78.0;18.48;239.9;102.0;10.8;13.1;4.0;3.54;52.44;1;0
79432;Male;28.0;GA;71;415 234 78 79;None;0;258.4;132.0;43.93;126.8;119.0;10.78;182.4;87.0;8.21;9.7;8.0;2.62;65.54;4;0
79559;Female;34.0;WI;105;415 167 88 15;Voice mail;34;218.5;61.0;37.15;196.7;74.0;16.72;151.1;103.0;6.8;9.9;4.0;2.67;63.34;2;0
79613;Male;32.0;CO;111;510 111 24 82;Voice mail;24;205.5;114.0;34.94;219.3;99.0;18.64;215.9;95.0;9.72;14.0;4.0;3.78;67.08;1;0
79664;Male;29.0;MO;103;408 323 99 59;Voice mail;24;111.8;85.0;19.01;239.6;102.0;20.37;268.3;81.0;12.07;6.9;4.0;1.86;53.31;1;0
79744;Male;;ID;166;415 755 29 36;None;0;220.7;106.0;37.52;177.8;118.0;15.11;206.1;102.0;9.27;12.4;9.0;3.35;65.25;1;0
79811;Male;41.0;MO;112;510 153 56 97;Voice mail;36;113.7;117.0;19.33;157.5;82.0;13.39;177.6;118.0;7.99;10.0;3.0;2.7;43.41;2;0
79832;Male;;MA;66;415 425 98 90;None;0;116.4;98.0;19.79;95.6;74.0;8.13;181.5;94.0;8.17;10.5;3.0;2.84;38.93;3;0
79839;Male;40.0;CT;99;415 203 86 27;None;0;146.7;64.0;24.94;274.0;99.0;23.29;321.3;98.0;14.46;8.9;1.0;2.4;65.09;3;0
79857;Female;36.0;VT;68;415 402 97 89;None;0;158.8;119.0;27.0;211.8;105.0;18.0;198.1;101.0;8.91;10.3;3.0;2.78;56.69;1;0
79902;Female;26.0;HI;115;415 725 39 69;Voice mail;33;145.0;72.0;24.65;194.5;157.0;16.53;242.3;138.0;10.9;14.2;3.0;3.83;55.91;2;0
79914;Male;23.0;NH;97;408 819 67 94;Voice mail;28;283.1;93.0;48.13;185.4;98.0;15.76;312.8;78.0;14.08;6.1;8.0;1.65;79.62;1;0
79937;Female;42.0;AR;163;408 122 71 90;None;0;197.0;109.0;33.49;202.6;128.0;17.22;206.4;80.0;9.29;9.1;10.0;2.46;62.46;1;0
79945;Male;37.0;NH;119;415 687 76 46;Voice mail;19;178.1;110.0;30.28;212.8;100.0;18.09;226.3;123.0;10.18;10.0;6.0;2.7;61.25;1;0
79957;Female;35.0;CT;77;415 121 62 49;None;0;221.8;84.0;37.71;166.0;125.0;14.11;210.2;72.0;9.46;13.2;4.0;3.56;64.84;1;0
79961;Male;43.0;OK;97;415 725 42 58;None;0;151.6;107.0;25.77;155.4;96.0;13.21;240.0;112.0;10.8;14.7;4.0;3.97;53.75;1;0
80039;Female;22.0;WY;145;408 498 58 62;None;0;229.6;82.0;39.03;138.1;103.0;11.74;250.8;109.0;11.29;3.3;3.0;0.89;62.95;1;0
80075;Female;;RI;94;415 617 47 93;None;0;139.4;95.0;23.7;159.1;92.0;13.52;128.2;129.0;5.77;7.7;3.0;2.08;45.07;0;0
80076;Male;;DC;68;415 471 97 70;International, Voice mail;39;142.0;140.0;24.14;241.6;89.0;20.54;302.0;72.0;13.59;11.3;5.0;3.05;61.32;1;0
80157;Female;48.0;NH;130;408 971 57 87;None;0;68.4;86.0;11.63;193.3;110.0;16.43;171.5;139.0;7.72;10.4;4.0;2.81;38.59;0;0
80282;Female;33.0;TX;70;415 280 43 63;None;0;232.8;95.0;39.58;303.4;111.0;25.79;255.6;104.0;11.5;12.9;7.0;3.48;80.35;o;1
80304;Female;50.0;WY;111;415 258 68 77;None;0;222.2;96.0;37.77;162.5;111.0;13.81;184.9;120.0;8.32;11.9;7.0;3.21;63.11;4;0
80319;Female;49.0;ME;23;510 934 70 75;None;0;113.1;74.0;19.23;168.8;95.0;14.35;262.9;126.0;11.83;6.9;2.0;1.86;47.27;1;1
80368;Male;33.0;OH;80;415 963 11 70;None;0;197.6;83.0;33.59;164.5;86.0;13.98;94.0;98.0;4.23;6.4;6.0;1.73;53.53;1;0
80371;Female;32.0;OR;134;415 655 40 81;Voice mail;50;208.8;130.0;35.5;132.9;104.0;11.3;136.7;107.0;6.15;11.1;4.0;3.0;55.95;2;0
80387;Female;38.0;VA;158;415 452 92 69;None;0;222.8;101.0;37.88;203.0;128.0;17.26;210.6;106.0;9.48;6.9;2.0;1.86;66.48;2;0
80452;Female;34.0;AK;71;510 534 31 49;None;0;185.0;84.0;31.45;232.5;129.0;19.76;191.1;82.0;8.6;14.9;4.0;4.02;63.83;3;0
80458;Male;42.0;UT;87;415 617 91 12;None;0;146.3;108.0;24.87;171.8;102.0;14.6;167.5;66.0;7.54;5.3;9.0;1.43;48.44;1;0
80464;Male;39.0;MT;101;415 608 67 73;None;0;154.4;130.0;26.25;217.2;101.0;18.46;185.4;52.0;8.34;13.9;4.0;3.75;56.8;1;0
80489;Male;;SC;87;408 808 88 53;None;0;483.75;159.0;82.24;306.9;139.5;26.08;279.3;192.0;12.57;14.1;6.0;3.81;1.247 hundred;2;1
80507;Male;24.0;NV;141;415 827 71 49;None;0;192.4;111.0;32.71;156.9;87.0;13.34;175.8;82.0;7.91;11.0;6.0;2.97;56.93;0;0
80516;Female;32.0;NJ;127;510 353 58 57;None;0;239.8;107.0;40.77;128.9;121.0;10.96;249.9;110.0;11.25;11.3;5.0;3.05;66.03;1;0
80518;Male;31.0;WY;161;415 975 59 40;International;0;189.6;78.0;32.23;267.4;117.0;22.73;184.5;137.0;8.3;1.3;6.0;0.35;63.61;1;0
80547;Female;25.0;WY;93;408 204 81 92;Voice mail;42;166.9;101.0;28.37;273.2;84.0;23.22;171.0;106.0;7.69;11.5;1.0;3.11;62.39;1;0
80595;Female;35.0;WI;64;510 619 78 59;None;0;154.0;67.0;26.18;225.8;118.0;19.19;265.3;86.0;11.94;3.5;3.0;0.95;58.26;1;0
80664;Male;48.0;NE;154;415 120 38 25;None;0;191.4;93.0;32.54;205.4;119.0;17.46;205.7;121.0;9.26;10.2;3.0;2.75;62.01;3;0
80676;Female;33.0;CT;125;415 989 24 51;International;0;187.3;118.0;31.84;160.7;111.0;13.66;263.8;112.0;11.87;9.6;2.0;2.59;59.96;0;1
80696;Female;32.0;MS;158;510 569 67 17;None;0;175.9;105.0;29.9;188.3;88.0;16.01;188.3;98.0;8.47;11.0;6.0;2.97;57.35;1;0
80810;Female;;TN;94;408 673 70 80;International;0;170,1;113.0;28.92;271.8;94.0;23.1;110.7;78.0;4.98;8.7;4.0;2.35;59.35;1;0
80866;Male;28.0;AR;36;415 669 81 98;None;0;157.6;117.0;26.79;184.3;58.0;15.67;240.4;99.0;10.82;11.9;1.0;3.21;56.49;0;0
80957;Male;32.0;OH;61;510 210 61 23;International, Voice mail;16;143.5;76.0;24.4;242.6;58.0;20.62;l47.7;95.0;6.65;11.3;3.0;3.05;54.72;0;0
80978;Female;33.0;VA;210;408 684 87 89;None;0;104.6;121.0;17.78;149.5;71.0;12.71;255.1;67.0;11.48;6.5;8.0;1.76;43.73;2;0
80991;Female;35.0;NJ;42;408 900 62 52;International;0;180.7;127.0;30.72;174.6;94.0;14.84;165.3;114.0;7.44;12.0;6.0;3.24;56.24;2;0
81008;Female;29.0;IL;138;510 367 63 38;International;0;169.3;82.0;28.78;217.9;147.0;18.52;184.2;77.0;8.29;9.4;9.0;2.54;58.13;1;0
81196;Male;;OK;155;408 752 71 74;Voice mail;30;61.6;103.0;10.47;255.1;110.0;21.68;225.9;96.0;10.17;12.4;5.0;3.35;45.67;1;0
